product_id,product_name,category,brand,seller,seller_city,price,discount_percent,final_price,rating,review_count,stock_available,units_sold,listing_date,delivery_days,weight_g,warranty_months,color,size,return_policy_days,is_returnable,payment_modes,shipping_weight_g,product_score,seller_rating
FKP0000708,Prestige Model 542,Appliances,Prestige,QuickShop,Mumbai,40893.52,15,34759.49,1.5,14933,239,2119,2022-06-27,9,2373.3,36,White,One Size,10,True,"COD,UPI,CARD",2714.697205960503,94.58,3.3
FKP0000709,Sony Ultra 957,Appliances,Sony,RetailHub,Mumbai,15980.57,5,15181.54,1.5,38032,916,2612,2018-05-07,3,3101.38,36,Black,N/A,0,False,"COD,UPI,CARD",3420.118877049378,35.74,3.87
FKP0000710,Samsung Model 835,Appliances,Samsung,QuickShop,Pune,1388.09,10,1249.28,3.9,38610,488,4420,2019-03-28,2,747.56,24,Gold,One Size,15,True,"COD,CARD",793.0370850287359,37.53,4.1
FKP0000711,Sony Prime 561,Toys,Sony,UrbanRetails,Kolkata,29264.07,15,24874.46,4.8,34530,520,605,2022-04-08,4,3798.23,12,Red,XL,10,True,"COD,CARD",4060.893890459373,80.19,3.22
FKP0000712,Whirlpool Prime 713,Electronics,Whirlpool,QuickShop,Kolkata,43739.2,5,41552.24,3.6,46432,501,865,2022-04-05,8,4589.31,24,White,XL,15,True,"CARD,Wallet",5201.849059800024,8.23,3.01
FKP0000713,Samsung Prime 746,Mobiles,Samsung,SuperMart,Kolkata,37643.24,20,30114.59,1.7,16795,916,4513,2021-01-14,8,732.32,6,Silver,One Size,10,True,"UPI,CARD",903.2667963310544,73.1,4.45
FKP0000714,Philips Series 972,Fashion,Philips,UrbanRetails,Kolkata,8151.62,40,4890.97,4.8,35902,828,2779,2019-07-29,1,3887.55,0,Red,L,10,True,"UPI,CARD",4359.233625407706,5.75,4.8
FKP0000715,Philips Model 769,Appliances,Philips,BestBuy,Mumbai,50510.47,10,45459.42,4.2,32801,373,1541,2022-02-19,2,1798.61,12,Red,XL,15,True,"CARD,Wallet",2239.2874493807594,17.39,4.51
FKP0000716,Whirlpool Series 764,Appliances,Whirlpool,UrbanRetails,Mumbai,38995.26,30,27296.68,2.2,42773,180,4395,2020-04-22,8,4244.48,36,Green,One Size,15,True,"COD,UPI,CARD",5150.25760136029,91.99,4.76
FKP0000717,Dell Edition 696,Home & Kitchen,Dell,UrbanRetails,Mumbai,30164.56,15,25639.88,4.5,49355,690,4866,2020-07-20,1,2019.39,12,White,M,7,True,"COD,UPI,CARD",2461.8660401008524,51.18,4.79
FKP0000718,Nike Model 211,Fashion,Nike,QuickShop,Delhi,42268.21,15,35927.98,4.6,15270,229,1945,2021-10-15,7,790.0,6,Silver,One Size,7,True,"UPI,CARD",981.7634150744408,49.31,3.76
FKP0000719,Prestige Ultra 382,Appliances,Prestige,SuperMart,Chennai,46085.09,0,46085.09,2.7,31606,174,1953,2018-12-22,6,3106.52,12,Grey,One Size,0,False,"COD,CARD",3601.6981309793478,26.04,4.17
FKP0000720,Dell Series 451,Fashion,Dell,SuperMart,Pune,51509.81,30,36056.87,1.0,43742,431,212,2020-06-11,6,1227.78,0,Green,N/A,10,True,"COD,CARD",1296.0110497799135,31.53,3.87
FKP0000721,Prestige Model 81,Electronics,Prestige,SuperMart,Kolkata,461.75,15,392.49,4.5,45110,384,3878,2019-06-18,9,2546.74,24,Grey,XL,10,True,"COD,CARD",2775.8823658004276,55.12,3.62
FKP0000722,Sony Model 981,Home & Kitchen,Sony,SuperMart,Mumbai,51860.9,30,36302.63,1.8,44251,729,1112,2019-09-12,1,505.78,24,Gold,XL,0,False,"COD,UPI,CARD",539.6553470944307,78.0,4.13
FKP0000723,Prestige Prime 690,Fashion,Prestige,QuickShop,Kolkata,51302.77,15,43607.35,3.9,38172,605,1680,2021-10-14,10,2813.67,24,Blue,S,0,False,"COD,UPI,CARD",3403.8588159287556,71.53,3.78
FKP0000724,Adidas Series 952,Mobiles,Adidas,MegaStore,Mumbai,59647.18,10,53682.46,4.2,26135,781,4971,2018-04-17,7,2052.31,36,Red,L,7,True,"COD,CARD",2526.0961107742073,31.72,3.12
FKP0000725,HP Edition 348,Mobiles,HP,MegaStore,Mumbai,31155.79,0,31155.79,1.0,36974,814,3018,2018-06-05,3,4592.86,6,Silver,S,0,False,"COD,UPI,CARD",5378.033259120141,32.38,4.21
FKP0000726,Redmi Edition 648,Beauty,Redmi,SmartDeals,Hyderabad,18757.66,15,15944.01,1.2,34154,473,266,2022-11-23,8,3611.48,36,Red,One Size,0,False,"COD,CARD",4442.548043076767,70.36,4.67
FKP0000727,Whirlpool Ultra 331,Home & Kitchen,Whirlpool,RetailHub,Hyderabad,19940.63,0,19940.63,2.1,22894,423,1998,2021-05-17,11,679.36,12,White,L,15,True,"COD,UPI,CARD",739.635632535216,89.61,3.12
FKP0000728,Nike Edition 689,Home & Kitchen,Nike,SuperMart,Delhi,200.33,40,120.2,1.6,31870,347,2248,2023-04-17,1,1922.54,12,Grey,S,10,True,"COD,CARD",2353.593973181344,94.21,4.12
FKP0000729,Nike Edition 878,Beauty,Nike,UrbanRetails,Bengaluru,32810.08,0,32810.08,3.2,30076,753,1031,2022-08-11,11,3402.39,6,Green,L,7,True,"COD,UPI,CARD",3573.5311017337076,7.22,3.14
FKP0000730,Whirlpool Prime 137,Fashion,Whirlpool,UrbanRetails,Delhi,42157.16,40,25294.3,2.6,27086,335,3382,2022-03-24,9,4952.33,12,Gold,N/A,0,False,"CARD,Wallet",6112.380472966634,98.18,3.47
FKP0000731,Apple Prime 747,Home & Kitchen,Apple,MegaStore,Mumbai,33215.74,20,26572.59,2.2,21739,903,1411,2020-11-16,2,4523.63,12,Red,XL,15,True,"COD,CARD",5042.340820106433,21.53,4.49
FKP0000732,Sony Edition 931,Mobiles,Sony,RetailHub,Ahmedabad,21976.94,10,19779.25,3.3,33478,617,3222,2021-06-18,9,2676.09,36,Blue,N/A,0,False,"COD,UPI,CARD",3101.1284937927635,67.6,4.68
FKP0000733,Nike Model 317,Mobiles,Nike,BestBuy,Pune,27839.2,50,13919.6,4.2,15561,187,460,2018-12-21,2,1362.94,12,Blue,S,10,True,"COD,UPI,CARD",1678.9399727321065,25.15,3.27
FKP0000734,Dell Prime 529,Appliances,Dell,QuickShop,Hyderabad,36136.91,10,32523.22,5.0,34429,589,3896,2021-12-15,2,3284.2,24,White,L,30,True,"UPI,CARD",4079.204426529049,36.93,3.96
FKP0000735,Dell Ultra 326,Electronics,Dell,UrbanRetails,Kolkata,3592.75,40,2155.65,1.9,20602,91,1235,2020-11-10,6,383.55,24,Black,One Size,15,True,"COD,UPI,CARD",436.5596805693491,29.42,3.58
FKP0000736,Dell Model 692,Home & Kitchen,Dell,SmartDeals,Hyderabad,27997.21,5,26597.35,2.6,3718,768,1371,2023-01-14,2,2098.13,6,White,XL,0,False,"UPI,CARD",2213.2924924759404,7.74,3.22
FKP0000737,Dell Model 428,Fashion,Dell,BestBuy,Bengaluru,25457.06,5,24184.21,4.2,4327,607,389,2021-05-17,3,3824.27,0,Silver,L,15,True,"COD,UPI,CARD",4616.996271294444,29.24,5.0
FKP0000738,Apple Series 344,Beauty,Apple,UrbanRetails,Bengaluru,21280.99,20,17024.79,1.0,40879,671,3474,2018-08-23,3,4827.16,0,Gold,XL,15,True,"COD,UPI,CARD",5407.459631200716,97.37,4.2
FKP0000739,Apple Prime 422,Beauty,Apple,RetailHub,Bengaluru,46762.41,0,46762.41,2.2,45562,37,805,2023-01-03,10,3183.65,24,Grey,N/A,30,True,"CARD,Wallet",3691.5103549561486,51.8,3.17
FKP0000740,LG Edition 723,Fashion,LG,UrbanRetails,Ahmedabad,36627.65,40,21976.59,2.4,20812,508,253,2019-09-07,4,934.12,12,Red,L,7,True,"COD,UPI,CARD",991.1722833749337,89.99,3.21
FKP0000741,LG Model 312,Toys,LG,MegaStore,Pune,57977.88,30,40584.52,1.6,48899,508,2021,2021-10-23,4,748.2,36,Black,M,0,False,"UPI,CARD",851.4488074112598,92.54,4.77
FKP0000742,Whirlpool Edition 577,Sports,Whirlpool,SmartDeals,Kolkata,16861.45,50,8430.72,2.9,48624,821,3260,2019-03-07,1,3925.45,12,Gold,XL,7,True,"CARD,Wallet",4608.544220630997,84.3,3.58
FKP0000743,LG Prime 140,Electronics,LG,RetailHub,Kolkata,20963.43,40,12578.06,2.6,38404,918,1376,2022-08-22,3,3650.39,36,Black,S,30,True,"COD,CARD",4228.849971237909,53.94,4.25
FKP0000744,Philips Series 206,Beauty,Philips,RetailHub,Mumbai,29032.25,10,26129.02,4.5,41511,565,4928,2019-11-15,5,4489.23,6,White,One Size,30,True,"CARD,Wallet",5075.330046159605,67.12,3.43
FKP0000745,Nike Ultra 440,Home & Kitchen,Nike,SmartDeals,Pune,4840.48,0,4840.48,4.0,20351,687,2584,2019-03-11,1,1728.62,36,Green,S,0,False,"COD,UPI,CARD",1977.9865881832511,83.07,3.56
FKP0000746,LG Ultra 690,Electronics,LG,SmartDeals,Pune,18430.49,30,12901.34,3.7,21926,98,4764,2019-11-27,6,2070.44,24,Green,M,10,True,"CARD,Wallet",2311.781021724443,33.49,3.73
FKP0000747,Prestige Model 972,Home & Kitchen,Prestige,UrbanRetails,Hyderabad,6049.48,30,4234.64,1.4,27252,571,4219,2022-12-01,8,626.48,24,Green,XL,10,True,"COD,UPI,CARD",683.4836961963588,93.65,3.86
FKP0000748,Reebok Ultra 398,Toys,Reebok,RetailHub,Chennai,8261.89,0,8261.89,2.6,20638,101,1129,2022-07-28,8,4763.45,6,Red,S,30,True,"COD,CARD",5211.865018600733,71.88,4.35
FKP0000749,HP Ultra 703,Mobiles,HP,MegaStore,Pune,39706.52,50,19853.26,1.4,35715,861,2222,2021-08-04,3,2867.06,12,Grey,M,7,True,"COD,UPI,CARD",3080.7688616559617,31.48,3.39
FKP0000750,Dell Edition 776,Electronics,Dell,UrbanRetails,Chennai,43612.8,30,30528.96,2.4,34322,606,3609,2019-06-21,10,1146.6,36,White,M,10,True,"CARD,Wallet",1414.8178945879683,68.39,3.64
FKP0000751,Prestige Prime 934,Appliances,Prestige,SmartDeals,Bengaluru,4058.99,40,2435.39,2.1,12539,268,2959,2022-08-18,6,2973.23,6,Red,S,30,True,"COD,UPI,CARD",3426.4745785441214,9.84,3.99
FKP0000752,Reebok Ultra 188,Beauty,Reebok,UrbanRetails,Mumbai,9455.55,50,4727.77,3.3,43959,723,1987,2019-01-04,6,2274.0,0,Red,One Size,30,True,"COD,UPI,CARD",2770.2878072186336,51.28,3.95
FKP0000753,Nike Ultra 640,Electronics,Nike,UrbanRetails,Hyderabad,39106.65,0,39106.65,4.9,45560,782,522,2019-12-04,6,3187.44,0,Black,S,10,True,"CARD,Wallet",3909.1232689521808,18.72,3.21
FKP0000754,Apple Prime 592,Electronics,Apple,SuperMart,Hyderabad,53104.48,20,42483.58,4.8,35537,436,2123,2021-07-13,3,1039.05,24,Black,XL,15,True,"COD,CARD",1274.843778382469,33.62,4.59
FKP0000755,Boat Model 318,Electronics,Boat,BestBuy,Kolkata,6674.46,0,6674.46,1.9,13852,740,3799,2022-01-04,4,3244.6,36,Silver,N/A,30,True,"COD,UPI,CARD",3567.115980352148,72.05,4.58
FKP0000756,Sony Edition 425,Sports,Sony,QuickShop,Hyderabad,19244.06,0,19244.06,1.4,42304,501,812,2023-05-29,1,3206.54,24,Green,XL,0,False,"COD,UPI,CARD",3766.621524816665,77.16,4.47
FKP0000757,Sony Model 571,Electronics,Sony,SuperMart,Ahmedabad,43189.42,15,36711.01,4.1,40223,441,3549,2022-08-04,9,1530.84,0,Blue,S,7,True,"UPI,CARD",1846.961991635204,74.31,3.07
FKP0000758,Nike Ultra 863,Home & Kitchen,Nike,ValueKart,Bengaluru,36043.85,15,30637.27,1.9,33789,21,2766,2020-05-30,4,246.9,6,White,L,0,False,"CARD,Wallet",294.5957655562538,70.68,4.12
FKP0000759,Whirlpool Ultra 10,Mobiles,Whirlpool,SuperMart,Chennai,25499.48,15,21674.56,3.2,34845,910,2624,2018-09-14,4,1837.56,24,Grey,XL,7,True,"CARD,Wallet",2167.979526463427,92.59,3.17
FKP0000760,Samsung Model 321,Toys,Samsung,UrbanRetails,Kolkata,23444.67,20,18755.74,3.5,10659,620,2504,2022-08-26,9,3089.17,36,Grey,M,0,False,"CARD,Wallet",3644.029214683107,15.91,4.97
FKP0000761,Dell Edition 303,Fashion,Dell,BestBuy,Chennai,17202.07,10,15481.86,3.1,43770,596,1769,2020-12-27,5,2204.77,6,White,One Size,15,True,"COD,UPI,CARD",2642.112273101676,90.7,3.9
FKP0000762,LG Model 225,Electronics,LG,SmartDeals,Mumbai,39395.53,5,37425.75,2.4,27095,519,2240,2021-09-30,11,4277.59,36,Gold,S,10,True,"UPI,CARD",5077.933152134536,11.06,3.09
FKP0000763,Dell Model 450,Beauty,Dell,QuickShop,Delhi,7900.91,15,6715.77,1.1,27873,713,2532,2022-11-04,1,482.9,0,Green,M,7,True,"COD,UPI,CARD",584.2850052430749,98.27,4.29
FKP0000764,Dell Model 814,Electronics,Dell,UrbanRetails,Mumbai,22926.58,20,18341.26,2.9,46907,988,498,2020-05-15,2,1062.02,0,Black,N/A,0,False,"COD,CARD",1158.6715916995736,55.01,4.03
FKP0000765,Sony Ultra 603,Beauty,Sony,BestBuy,Ahmedabad,58737.26,20,46989.81,3.8,5737,879,2507,2022-07-09,4,1364.82,24,Red,N/A,30,True,"UPI,CARD",1438.8400369082917,41.42,3.24
FKP0000766,Apple Series 631,Home & Kitchen,Apple,RetailHub,Chennai,3235.27,40,1941.16,2.6,39420,331,2434,2022-03-12,9,2318.19,0,Black,One Size,10,True,"COD,UPI,CARD",2704.5824753404204,47.6,4.02
FKP0000767,Dell Edition 680,Beauty,Dell,SuperMart,Chennai,16182.91,40,9709.75,1.2,1949,43,2794,2021-08-17,9,271.91,0,Gold,L,30,True,"COD,UPI,CARD",338.23908984480147,90.46,4.61
FKP0000768,Prestige Series 339,Appliances,Prestige,BestBuy,Hyderabad,59772.1,50,29886.05,4.9,49699,178,1163,2018-01-05,1,2131.42,6,Grey,One Size,10,True,"UPI,CARD",2659.642082361124,18.16,4.2
FKP0000769,Redmi Model 486,Fashion,Redmi,MegaStore,Pune,42762.03,50,21381.02,2.9,25045,505,3984,2020-10-13,9,2347.62,24,Grey,L,30,True,"COD,UPI,CARD",2513.6569838960813,38.26,3.77
FKP0000770,Whirlpool Prime 462,Mobiles,Whirlpool,SmartDeals,Pune,25963.5,5,24665.32,3.3,12080,426,3859,2021-11-21,1,2811.95,36,Gold,L,15,True,"CARD,Wallet",3350.465338112262,7.73,4.39
FKP0000771,Apple Ultra 462,Beauty,Apple,UrbanRetails,Kolkata,28717.92,20,22974.34,4.7,28417,604,4594,2020-11-12,6,1102.74,0,Black,L,30,True,"CARD,Wallet",1294.597813592471,93.87,4.88
FKP0000772,Puma Prime 701,Beauty,Puma,ValueKart,Pune,28604.26,30,20022.98,2.0,46835,403,3512,2018-06-23,6,4645.45,12,Green,M,15,True,"CARD,Wallet",4976.019388579127,72.96,3.47
FKP0000773,Reebok Prime 228,Mobiles,Reebok,RetailHub,Pune,32526.97,15,27647.92,1.4,27341,50,3549,2022-09-08,10,4413.13,12,Silver,XL,0,False,"COD,UPI,CARD",4957.022828148149,18.23,3.83
FKP0000774,Boat Model 533,Fashion,Boat,RetailHub,Delhi,42263.54,0,42263.54,2.2,23714,819,2545,2022-04-03,6,4498.35,6,Silver,S,7,True,"COD,UPI,CARD",5150.245948691062,62.66,3.6
FKP0000775,Philips Model 494,Electronics,Philips,RetailHub,Hyderabad,810.01,10,729.01,4.9,47937,930,361,2019-05-24,1,1610.19,6,White,M,7,True,"COD,CARD",1741.316172845086,94.75,3.02
FKP0000776,Dell Prime 822,Beauty,Dell,SuperMart,Kolkata,23766.29,0,23766.29,4.0,23287,144,3848,2022-05-21,5,3656.25,12,Green,S,7,True,"UPI,CARD",3998.936131749111,2.66,4.19
FKP0000777,Sony Prime 932,Mobiles,Sony,UrbanRetails,Delhi,45149.0,10,40634.1,3.6,2858,760,2268,2023-05-15,7,762.89,12,Grey,S,7,True,"COD,CARD",913.2090391976894,8.16,4.11
FKP0000778,Boat Prime 992,Appliances,Boat,UrbanRetails,Kolkata,34726.27,15,29517.33,4.2,21768,396,4549,2020-11-03,5,2517.56,12,White,L,30,True,"UPI,CARD",2747.715182542383,92.86,4.72
FKP0000779,Philips Series 825,Appliances,Philips,MegaStore,Bengaluru,59850.2,0,59850.2,1.3,43630,223,1018,2019-08-05,3,625.87,24,Silver,One Size,10,True,"COD,CARD",667.1668377438374,19.13,4.57
FKP0000780,Puma Ultra 763,Home & Kitchen,Puma,BestBuy,Ahmedabad,11056.03,0,11056.03,3.4,49221,721,581,2023-06-08,10,4856.66,24,White,S,0,False,"UPI,CARD",5499.9780956964905,68.4,4.76
FKP0000781,Dell Model 183,Mobiles,Dell,SmartDeals,Ahmedabad,24862.04,40,14917.22,4.1,12920,115,2999,2021-12-28,2,4542.73,0,Red,S,15,True,"UPI,CARD",4781.759939939634,49.12,4.41
FKP0000782,Boat Edition 684,Home & Kitchen,Boat,SmartDeals,Kolkata,54820.25,40,32892.15,4.3,21128,790,449,2020-07-20,7,4222.16,12,Black,M,10,True,"CARD,Wallet",4482.176754817952,16.12,4.79
FKP0000783,Nike Series 96,Appliances,Nike,QuickShop,Hyderabad,32591.16,5,30961.6,4.7,41018,494,1351,2022-06-17,8,2557.49,24,Green,One Size,10,True,"COD,UPI,CARD",2966.5597082136114,23.04,3.04
FKP0000784,HP Edition 300,Fashion,HP,ValueKart,Mumbai,44158.88,50,22079.44,4.1,5609,306,2000,2019-11-14,9,1097.39,12,Black,S,15,True,"CARD,Wallet",1171.8720697990643,29.15,3.5
FKP0000785,Redmi Ultra 537,Electronics,Redmi,MegaStore,Kolkata,22721.12,50,11360.56,4.0,38200,939,3145,2022-10-01,8,779.17,12,White,XL,0,False,"CARD,Wallet",823.668191434207,58.05,4.43
FKP0000786,Prestige Prime 689,Mobiles,Prestige,SuperMart,Ahmedabad,39283.19,20,31426.55,3.4,5393,529,3911,2018-05-30,5,2637.68,0,Blue,XL,10,True,"UPI,CARD",3172.6019771571014,27.86,3.0
FKP0000787,Whirlpool Edition 658,Toys,Whirlpool,ValueKart,Mumbai,12190.75,10,10971.68,4.1,37295,172,1666,2019-05-17,7,3267.33,6,Silver,XL,15,True,"COD,UPI,CARD",3574.3812861066313,2.99,3.46
FKP0000788,Puma Ultra 644,Appliances,Puma,BestBuy,Bengaluru,24291.05,0,24291.05,2.4,9944,718,2896,2022-02-22,8,3326.89,6,Gold,N/A,15,True,"COD,UPI,CARD",3902.9182530491353,90.96,4.84
FKP0000789,Apple Model 353,Appliances,Apple,UrbanRetails,Delhi,9894.68,30,6926.28,1.6,40986,891,453,2022-04-16,9,2799.25,6,Green,One Size,0,False,"CARD,Wallet",3056.1588299604227,42.45,4.56
FKP0000790,Samsung Ultra 105,Toys,Samsung,MegaStore,Delhi,23364.49,0,23364.49,4.8,49193,615,593,2019-06-11,5,3186.57,0,Red,S,30,True,"CARD,Wallet",3508.2924221708963,56.08,3.02
FKP0000791,Sony Ultra 848,Sports,Sony,QuickShop,Pune,11173.14,50,5586.57,1.7,5596,125,897,2022-05-06,3,1889.27,6,Grey,M,0,False,"CARD,Wallet",2318.0839702466483,38.34,4.77
FKP0000792,Philips Ultra 984,Appliances,Philips,QuickShop,Hyderabad,17290.52,20,13832.42,3.3,38802,367,202,2018-03-30,3,129.42,36,Gold,XL,7,True,"CARD,Wallet",148.97097667414224,28.53,3.99
FKP0000793,Philips Model 779,Beauty,Philips,RetailHub,Kolkata,19847.87,30,13893.51,1.0,48853,705,2961,2020-08-06,4,352.94,36,Grey,M,0,False,"UPI,CARD",409.18931692585164,10.18,4.01
FKP0000794,Dell Prime 250,Fashion,Dell,RetailHub,Ahmedabad,46649.78,5,44317.29,2.8,10403,361,2905,2021-10-09,11,4437.13,12,Blue,M,15,True,"COD,UPI,CARD",4961.156324509685,41.92,3.84
FKP0000795,Adidas Series 698,Mobiles,Adidas,QuickShop,Mumbai,45440.76,15,38624.65,1.2,47275,240,3100,2019-07-14,2,887.33,6,Grey,S,15,True,"COD,CARD",969.6353818055728,62.25,3.67
FKP0000796,Adidas Prime 327,Toys,Adidas,RetailHub,Bengaluru,52151.42,10,46936.28,1.3,144,687,1783,2021-06-20,2,2999.04,24,Silver,M,7,True,"COD,CARD",3322.8245871579074,77.92,4.21
FKP0000797,Sony Model 240,Beauty,Sony,RetailHub,Chennai,11213.45,50,5606.72,4.8,39558,749,4506,2018-06-30,3,1803.5,12,Silver,M,0,False,"COD,CARD",1923.8080314208112,81.52,4.04
FKP0000798,Philips Model 835,Toys,Philips,QuickShop,Bengaluru,4909.34,5,4663.87,1.6,47330,911,2962,2020-10-27,6,2528.36,24,Blue,S,0,False,"COD,UPI,CARD",2891.586874824437,90.77,3.24
FKP0000799,Prestige Series 213,Mobiles,Prestige,ValueKart,Hyderabad,19440.59,0,19440.59,2.5,24572,542,354,2022-11-16,3,756.7,0,Grey,L,7,True,"UPI,CARD",814.3445869757868,5.02,4.79
FKP0000800,Nike Ultra 160,Home & Kitchen,Nike,SmartDeals,Delhi,21761.02,30,15232.71,4.0,936,61,378,2022-02-14,11,1490.89,36,White,L,30,True,"UPI,CARD",1850.8806327955551,96.12,3.36
FKP0000801,Puma Series 35,Mobiles,Puma,BestBuy,Mumbai,51051.65,0,51051.65,1.2,34186,750,1482,2019-10-12,4,3941.0,12,Silver,XL,30,True,"UPI,CARD",4864.506438467921,10.05,4.42
FKP0000802,Adidas Edition 57,Sports,Adidas,UrbanRetails,Hyderabad,27539.45,20,22031.56,3.7,42192,226,142,2018-02-07,7,3611.22,0,Gold,One Size,30,True,"UPI,CARD",3801.5289162939516,52.25,4.69
FKP0000803,Adidas Ultra 260,Mobiles,Adidas,QuickShop,Mumbai,26095.22,15,22180.94,3.5,15936,813,3072,2020-02-06,1,4398.7,12,Gold,N/A,7,True,"CARD,Wallet",5430.1958458447825,27.57,4.07
FKP0000804,Samsung Edition 496,Mobiles,Samsung,BestBuy,Pune,49251.84,0,49251.84,2.5,8587,321,3958,2021-12-02,7,382.03,0,Grey,N/A,0,False,"COD,UPI,CARD",408.65981827104764,43.94,4.6
FKP0000805,Nike Edition 635,Sports,Nike,RetailHub,Mumbai,48038.41,20,38430.73,3.2,15466,180,2546,2022-12-01,3,865.83,6,Red,L,7,True,"COD,CARD",1069.666231644999,41.8,3.52
FKP0000806,Boat Ultra 880,Fashion,Boat,BestBuy,Delhi,24482.44,30,17137.71,4.6,41312,88,4249,2021-01-02,7,2698.91,6,Black,N/A,0,False,"CARD,Wallet",3155.6842571371435,34.55,3.0
FKP0000807,Nike Ultra 796,Appliances,Nike,ValueKart,Pune,18686.06,40,11211.64,3.7,31624,483,4945,2022-12-17,5,2948.94,36,Blue,XL,15,True,"UPI,CARD",3522.4065610864373,93.92,3.27
FKP0000808,Samsung Model 84,Mobiles,Samsung,RetailHub,Chennai,37611.08,15,31969.42,3.8,27328,854,826,2023-06-07,5,2752.07,12,Black,N/A,0,False,"COD,CARD",2914.8074078993113,61.12,4.8
FKP0000809,Redmi Model 476,Sports,Redmi,SuperMart,Delhi,35149.44,40,21089.66,3.8,32127,257,1471,2018-10-11,4,1689.47,0,Red,L,10,True,"UPI,CARD",2046.1093098571876,88.73,3.07
FKP0000810,Dell Ultra 434,Beauty,Dell,RetailHub,Pune,57318.1,50,28659.05,2.7,1973,470,1093,2021-10-03,3,701.83,6,Red,M,0,False,"COD,CARD",840.7198745038304,73.81,4.19
FKP0000811,Prestige Prime 917,Home & Kitchen,Prestige,MegaStore,Delhi,38552.92,15,32769.98,3.8,11652,659,4630,2019-06-18,1,3126.81,12,Gold,N/A,10,True,"CARD,Wallet",3663.7371604490436,61.97,3.93
FKP0000812,Apple Prime 654,Home & Kitchen,Apple,MegaStore,Pune,6915.26,50,3457.63,4.2,16845,29,174,2018-04-17,1,3872.56,6,Grey,L,0,False,"COD,CARD",4511.8633546489655,72.3,3.45
FKP0000813,Apple Model 599,Mobiles,Apple,SmartDeals,Hyderabad,42497.06,40,25498.24,3.2,45741,565,208,2022-04-02,2,4696.62,12,Red,XL,0,False,"CARD,Wallet",5766.418626293924,24.57,4.71
FKP0000814,Redmi Edition 209,Fashion,Redmi,SmartDeals,Delhi,56631.23,30,39641.86,2.6,17848,548,1388,2019-12-10,3,2185.29,36,Silver,XL,0,False,"UPI,CARD",2550.77642815423,20.2,3.91
FKP0000815,Dell Model 745,Fashion,Dell,SmartDeals,Pune,28609.8,10,25748.82,3.8,27705,645,4384,2021-10-07,5,2305.46,6,Blue,N/A,30,True,"COD,CARD",2459.2342921232994,46.91,3.23
FKP0000816,Redmi Model 723,Beauty,Redmi,SmartDeals,Ahmedabad,24529.39,5,23302.92,4.9,10850,536,4004,2023-03-28,10,3213.93,6,Blue,N/A,30,True,"UPI,CARD",3630.4915671799286,14.86,4.58
FKP0000817,Dell Ultra 403,Mobiles,Dell,SmartDeals,Ahmedabad,31599.2,20,25279.36,1.4,4649,270,2381,2019-10-08,8,4795.66,0,Black,L,15,True,"COD,CARD",5523.189572321407,22.23,4.08
FKP0000818,HP Model 516,Home & Kitchen,HP,UrbanRetails,Mumbai,40207.98,50,20103.99,4.8,45252,669,4755,2022-04-24,10,2240.28,12,Green,M,30,True,"UPI,CARD",2392.0137748421844,84.04,3.83
FKP0000819,HP Ultra 419,Fashion,HP,RetailHub,Bengaluru,49579.7,5,47100.72,4.3,40620,656,3432,2019-07-06,10,4134.62,36,Red,One Size,0,False,"CARD,Wallet",5132.788095931048,98.34,4.13
FKP0000820,Boat Series 259,Mobiles,Boat,RetailHub,Delhi,54661.79,40,32797.07,1.7,19228,847,1448,2020-05-05,8,2996.13,6,White,XL,15,True,"CARD,Wallet",3424.674731756588,86.19,4.24
FKP0000821,Redmi Model 161,Toys,Redmi,SuperMart,Kolkata,34881.16,50,17440.58,2.7,5951,118,1925,2021-12-30,3,814.77,6,Red,XL,0,False,"UPI,CARD",941.0390825600289,31.69,3.11
FKP0000822,Nike Edition 681,Fashion,Nike,ValueKart,Pune,53760.76,20,43008.61,2.4,45839,794,4138,2019-12-21,6,688.61,36,Blue,M,0,False,"COD,UPI,CARD",754.7755945984554,61.1,3.81
FKP0000823,Nike Series 714,Sports,Nike,ValueKart,Chennai,38617.31,20,30893.85,2.2,42296,381,85,2018-06-09,6,2718.09,12,Silver,One Size,10,True,"UPI,CARD",3096.2815733312495,20.02,4.19
FKP0000824,Dell Edition 15,Toys,Dell,SuperMart,Mumbai,45477.33,5,43203.46,3.8,25115,908,2527,2018-09-26,9,942.45,24,Green,L,30,True,"CARD,Wallet",1061.6443375919346,56.92,3.08
FKP0000825,Adidas Edition 924,Appliances,Adidas,QuickShop,Mumbai,26199.68,30,18339.78,1.3,14315,651,1727,2018-05-02,2,732.31,24,White,N/A,10,True,"UPI,CARD",895.3997739938683,83.27,4.62
FKP0000826,Samsung Series 778,Fashion,Samsung,UrbanRetails,Bengaluru,30849.05,40,18509.43,1.9,7749,450,1690,2020-04-02,9,3955.32,36,Red,XL,30,True,"UPI,CARD",4780.660647974604,54.14,4.04
FKP0000827,Nike Model 891,Home & Kitchen,Nike,RetailHub,Ahmedabad,28448.85,15,24181.52,3.7,16232,764,1662,2021-06-17,7,2317.71,12,Silver,N/A,0,False,"UPI,CARD",2549.8409937003153,26.26,3.04
FKP0000828,Prestige Prime 798,Electronics,Prestige,RetailHub,Delhi,54273.79,0,54273.79,1.2,15682,357,3166,2018-02-17,2,2150.42,24,White,One Size,7,True,"COD,UPI,CARD",2454.1474431427723,4.47,4.11
